5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,6.201375126838684082e-01
5.000000000000000000e-01,5.000000000000000000e-01,1.000000000000000000e+00,6.117278337478637695e-01
5.000000000000000000e-01,1.000000000000000000e+00,5.000000000000000000e-01,6.174361705780029297e-01
5.000000000000000000e-01,1.000000000000000000e+00,1.000000000000000000e+00,6.942749619483947754e-01
1.000000000000000000e+00,5.000000000000000000e-01,5.000000000000000000e-01,6.174361705780029297e-01
1.000000000000000000e+00,5.000000000000000000e-01,1.000000000000000000e+00,6.942749619483947754e-01
1.000000000000000000e+00,1.000000000000000000e+00,5.000000000000000000e-01,7.039421200752258301e-01
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,7.419859170913696289e-01
3.333333333333333148e-01,3.333333333333333148e-01,3.333333333333333148e-01,5.729616271866522226e-01
3.333333333333333148e-01,3.333333333333333148e-01,6.666666666666666297e-01,6.091048200409152624e-01
3.333333333333333148e-01,3.333333333333333148e-01,1.000000000000000000e+00,6.161618582431046542e-01
3.333333333333333148e-01,6.666666666666666297e-01,3.333333333333333148e-01,6.103400152981462989e-01
3.333333333333333148e-01,6.666666666666666297e-01,6.666666666666666297e-01,5.365608258687849519e-01
3.333333333333333148e-01,6.666666666666666297e-01,1.000000000000000000e+00,5.935939110943206920e-01
3.333333333333333148e-01,1.000000000000000000e+00,3.333333333333333148e-01,6.142488486825440352e-01
3.333333333333333148e-01,1.000000000000000000e+00,6.666666666666666297e-01,6.198268384953832255e-01
3.333333333333333148e-01,1.000000000000000000e+00,1.000000000000000000e+00,7.072464371885770484e-01
6.666666666666666297e-01,3.333333333333333148e-01,3.333333333333333148e-01,6.103400152981462989e-01
6.666666666666666297e-01,3.333333333333333148e-01,6.666666666666666297e-01,5.365608258687849519e-01
6.666666666666666297e-01,3.333333333333333148e-01,1.000000000000000000e+00,5.935939110943206920e-01
6.666666666666666297e-01,6.666666666666666297e-01,3.333333333333333148e-01,6.213320561101860484e-01
6.666666666666666297e-01,6.666666666666666297e-01,6.666666666666666297e-01,6.188326059431209503e-01
6.666666666666666297e-01,6.666666666666666297e-01,1.000000000000000000e+00,7.203156694712230523e-01
6.666666666666666297e-01,1.000000000000000000e+00,3.333333333333333148e-01,6.100172394622567218e-01
6.666666666666666297e-01,1.000000000000000000e+00,6.666666666666666297e-01,7.188124938065583169e-01
6.666666666666666297e-01,1.000000000000000000e+00,1.000000000000000000e+00,7.108871464768917736e-01
1.000000000000000000e+00,3.333333333333333148e-01,3.333333333333333148e-01,6.142488486825440352e-01
1.000000000000000000e+00,3.333333333333333148e-01,6.666666666666666297e-01,6.198268384953832255e-01
1.000000000000000000e+00,3.333333333333333148e-01,1.000000000000000000e+00,7.072464371885770484e-01
1.000000000000000000e+00,6.666666666666666297e-01,3.333333333333333148e-01,6.100172394622567218e-01
1.000000000000000000e+00,6.666666666666666297e-01,6.666666666666666297e-01,7.188124938065583169e-01
1.000000000000000000e+00,6.666666666666666297e-01,1.000000000000000000e+00,7.108871464768917736e-01
1.000000000000000000e+00,1.000000000000000000e+00,3.333333333333333148e-01,5.967027590713036567e-01
1.000000000000000000e+00,1.000000000000000000e+00,6.666666666666666297e-01,7.629772922137744162e-01
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,7.419858881502287007e-01
